호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
분당선,망포,61,2,4095,2312,16307,7114,41854,18713,40252,37394,19461,14038,13142,7946,12823,8266,13945,9635,13358,10394,12538,10791,13390,12858,16707,15639,27676,23052,38611,36619,18785,38256,14728,24571,11920,18146,9674,16061,3685,10690,120,871,0,1,0,0,0,0
분당선,매탄권선,52,2,2714,641,7273,1722,17056,3148,15672,8462,8166,3686,5711,2831,5794,2896,5764,3541,5299,3910,4652,3942,5290,5239,6090,6794,8817,10005,7791,14638,4114,13284,3009,8449,2832,7060,2139,7061,817,4804,35,481,0,1,0,0,0,0
분당선,수원시청,246,8,5178,1207,10204,5566,22795,13433,22124,38533,12670,23746,11020,14685,13598,11185,15404,15820,15042,17253,14905,14757,17889,15647,21529,17862,25380,26626,33258,40561,17815,32525,14852,21577,16908,15182,15544,13567,5974,9166,139,1303,0,3,0,0,0,0
분당선,매교,234,3,2222,767,3619,2140,6637,3083,8375,10774,4359,3070,3612,2399,3349,2528,3253,3212,3107,3024,2811,3265,3282,3548,5214,4589,8856,6222,5233,7450,2788,4904,1682,3591,1600,2953,939,2726,281,1549,15,276,0,0,0,0,0,0
일산선,원흥,138,1,4942,487,12632,5299,32172,7549,35673,11405,18838,9152,12918,6687,12753,6972,11957,8362,12289,9568,10889,9761,10673,11623,12160,13507,13181,18943,14605,26613,6783,28599,5427,15357,5016,14222,3894,13210,1492,7842,15,389,0,2,0,0,0,0
일산선,지축,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일산선,삼송,424,3,6591,1460,22897,13818,64823,13488,64420,24590,34319,16402,24912,13456,22823,15995,22355,19796,21415,21256,19552,21173,20645,25353,26944,27514,30246,35507,28423,58471,18139,50819,13744,31159,11737,25339,12400,23039,2260,10586,5,650,1,4,0,0,0,0
일산선,원당,227,1,7806,843,18000,5549,41067,7532,41846,12122,23358,8806,17704,8297,15988,10263,16577,10942,16043,11170,13682,12625,12970,15064,14715,18508,15319,24113,14865,31902,8337,33227,5684,19427,4392,17854,2910,16780,902,9614,1,64,1,5,0,0,0,0
일산선,화정,141,14,9535,1216,20871,6116,48778,10304,49926,25378,29231,17943,23562,15876,23692,18921,25087,20730,24813,23149,23020,22838,23544,28937,24693,30050,26846,39632,26996,54660,15034,46295,12516,28667,13011,24071,10254,22757,3656,11756,8,43,0,9,0,0,0,0
일산선,대곡,3,2,619,221,2244,1097,6632,2232,5893,3313,3172,1935,2521,1918,2308,1962,2287,1970,2373,1765,2540,1897,2585,2023,2886,2259,3789,2460,4528,4129,2047,3499,1174,1813,1089,1450,764,1377,430,1559,19,377,0,2,0,0,0,0
일산선,백석,63,2,3803,2313,8779,5767,20520,11156,20783,24840,14299,13339,13020,12581,14243,11538,14456,13232,14449,14179,14639,14241,16985,14517,17140,15957,20574,18896,23578,23343,12649,23611,9785,13159,9476,10152,7094,10134,2570,5661,5,30,3,3,0,0,0,0
일산선,마두,26,1,2754,1267,8105,4269,15097,7498,14218,19924,10357,13665,10150,9952,10926,9922,11218,9124,11414,12341,11391,11353,13202,10956,13548,11438,15058,12683,17730,16101,7994,15693,5573,9117,5188,6997,4162,6611,994,4406,1,10,1,0,0,0,0,0
일산선,정발산,45,1,1918,933,4773,3010,8850,5337,8983,16932,6696,15821,6667,11197,8125,11312,9287,11837,10121,14265,12091,13399,14340,12038,15310,12293,17674,13275,21146,17417,12050,14725,12698,8420,9081,5741,7813,4617,2465,3689,7,45,1,1,0,0,0,0
일산선,주엽,209,4,4424,1072,13422,3162,24290,6480,21825,13707,15009,11076,13035,9562,13429,10491,13588,11236,12654,12964,11936,12014,13198,14426,14201,15416,14131,16297,13342,22021,7092,23151,6293,13175,4847,10460,4482,8452,831,6666,18,569,3,11,0,0,0,0
일산선,대화,142,1,6061,1201,23377,4851,54342,13031,39951,17602,24607,11908,19248,9941,18475,9965,17921,11713,16270,13395,15190,11923,16334,14616,17060,15171,20517,19051,20118,26923,10002,29829,7839,19948,6054,15267,5050,15307,1263,7759,9,2911,1,8,0,0,0,0
중앙선,회기,838,7,10784,3174,18004,12317,48144,25044,61395,46698,40071,30182,32149,26453,33311,24396,36758,26730,35105,32037,36452,30755,39661,32300,42323,34440,51863,45358,44829,64716,26174,54571,21545,33024,21644,33629,20408,30621,9451,20540,390,5270,1,22,0,0,0,0
중앙선,중랑,176,2,5954,505,8338,1956,20492,2904,19471,5669,12192,4484,8846,4177,8336,4763,7831,5443,8337,5889,7109,7058,6654,9031,6541,10414,6600,13075,6998,20727,4492,13780,3183,10545,2698,8767,1863,6674,920,4325,78,974,0,0,0,0,0,0
중앙선,상봉(시외버스터미널),622,30,5899,695,8130,2308,18935,4653,22331,8043,13206,6144,8840,4489,7624,5168,8650,5966,7598,7050,7500,6862,7177,9124,7589,9758,8615,13594,9897,21341,6647,19000,5046,10807,4579,8142,3398,8663,1328,5500,85,1889,0,0,0,0,0,0
중앙선,망우,346,7,6909,802,11349,2872,26110,5120,23299,12762,14712,7969,11851,6887,11153,7836,11194,8496,11339,9604,10623,10019,10057,12890,11140,14958,11622,18652,11403,26569,8049,18008,5269,12151,4373,8740,3155,8444,1395,5752,73,1324,0,0,0,0,0,0
중앙선,양원,18,0,1507,293,2088,2380,4532,6746,3400,5135,2899,1996,2511,2160,2313,1748,2754,1525,2401,2109,2391,1960,4367,2371,4798,2466,3465,2847,2462,3593,1240,2752,662,2009,488,1302,451,1369,151,829,10,167,0,0,0,0,0,0
중앙선,구리,739,12,8222,1752,18547,6587,54228,9509,45409,17747,23331,16744,17559,13149,18240,13393,18623,12780,17494,17572,16453,16259,17272,18443,19732,23971,21589,30562,20789,46144,12912,42887,11620,24575,7552,18159,6399,17325,2151,12655,179,2349,0,0,0,0,0,0
중앙선,도농,565,3,6514,1624,16855,6475,46325,7798,37834,12177,19840,6720,14931,5697,13245,6513,13186,7413,11557,7903,10374,10138,10248,9847,14451,16083,14587,19973,12453,30015,6241,32274,4506,17406,3333,14080,2478,12143,1025,8944,126,3060,0,0,0,0,0,0
중앙선,양정,64,0,294,189,690,1028,2111,2180,1716,2991,1069,1823,1022,1449,1141,1314,1218,1023,1416,900,1582,976,1692,826,2114,956,2991,1238,3026,1381,1122,1254,559,660,357,510,183,468,52,289,18,141,0,0,0,0,0,0
중앙선,덕소,1278,1,3073,605,8957,1995,21949,3858,21238,7052,12344,5355,9925,5283,8947,5427,8459,7439,8974,6061,7987,7312,7724,8637,7995,10810,7671,13434,7598,19840,4276,17289,3461,11584,2876,7868,2210,7985,846,6222,179,2239,0,0,0,0,0,0
중앙선,도심,3,0,1550,357,4681,998,12159,1654,8757,5412,4664,2149,3716,1548,3169,1947,3406,2300,3400,1916,2768,2013,2833,3095,3504,2802,3905,4529,3664,4840,1612,6863,1283,3350,860,2334,744,3092,261,1749,49,590,0,1,0,0,0,0
중앙선,팔당,1,0,231,101,628,680,1514,1605,1589,2692,1225,5097,1414,3726,1403,3918,1543,3443,1980,2244,2668,2565,3541,2357,3673,2101,4332,2293,3614,1907,2386,1493,1674,648,1445,448,989,459,179,190,23,84,0,0,0,0,0,0
중앙선,운길산,0,0,182,101,615,586,1368,1034,1389,2123,962,4016,926,4275,1091,4544,1400,3628,2333,2275,3700,2332,4908,1562,5422,1338,4876,1096,2772,987,1240,1075,954,610,330,517,150,576,46,396,4,114,0,0,0,0,0,0
중앙선,양수,0,0,760,240,1755,1059,5894,2181,3580,3283,3407,4395,3047,4571,3273,4983,2934,4602,3824,4342,4651,4347,6029,3230,6911,3680,5944,4325,4858,3730,2219,3655,1753,3406,1010,2181,483,2273,227,876,29,476,0,1,0,0,0,0
중앙선,신원,0,0,82,4,205,201,394,556,413,653,350,856,330,874,409,734,505,407,759,413,882,384,1299,356,1196,282,1052,322,741,366,276,195,144,176,87,145,25,92,7,62,1,27,0,1,0,0,0,0
중앙선,국수,1,0,555,24,944,364,1955,619,1551,2034,1761,1627,1220,1351,1287,1801,1236,1239,1633,1127,1657,1147,2094,1116,2628,1380,1612,1322,1145,1470,557,1505,321,1093,267,1142,88,749,72,583,13,238,0,1,0,0,0,0
중앙선,아신,9,0,372,45,686,326,1776,727,1143,1203,1123,1134,1093,1138,1005,1434,1033,891,1107,930,1358,1041,1325,1124,1614,791,1616,1536,1243,1308,619,1050,383,644,293,994,128,612,82,487,5,247,0,0,0,0,0,0
중앙선,오빈,1,0,140,1,379,282,903,314,712,686,683,478,584,437,471,630,559,555,513,501,586,414,702,538,681,545,889,907,629,730,253,471,155,330,111,448,53,351,23,142,3,102,0,0,0,0,0,0
중앙선,양평,25,1,1253,42,2588,2129,6339,3469,4444,6564,3817,4450,4950,5442,4578,6763,5607,6212,5964,4646,6731,5583,7614,5184,7114,4552,7580,6711,6310,4770,3146,4717,2699,4256,2204,2576,1430,2257,768,2332,88,944,1,2,0,0,0,0
중앙선,원덕,32,0,305,9,441,135,794,428,861,699,716,785,822,904,659,1233,613,826,768,506,952,759,1083,688,1291,567,1017,964,671,616,334,672,148,415,63,429,32,235,12,231,1,117,0,0,0,0,0,0
중앙선,용문,277,2,789,5,1736,619,2937,2127,3509,4324,2603,3388,3207,5365,3155,12664,4640,9964,5815,6855,8123,5830,11317,3209,11169,4537,7843,3905,4303,2766,2431,2485,1252,2255,775,1431,289,1327,96,1238,2,671,0,1,0,0,0,0
중앙선,지평,0,0,0,0,0,0,292,125,155,368,7,0,337,446,0,1,0,0,0,0,0,0,57,1,852,442,1,1,61,44,160,141,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
장항선,봉명,19,0,969,279,1433,637,2116,3351,1954,2977,2021,2125,2256,1965,2251,1408,2008,1332,1754,1863,2013,1557,2197,1417,1950,1172,2459,1945,1551,1683,789,1492,615,1026,483,833,366,756,386,576,3,80,0,0,0,0,0,0
장항선,쌍용(나사렛대),58,6,1665,171,2954,474,6134,1601,5080,3835,2827,2910,2660,2415,3063,2657,3026,3711,3017,2901,3579,2722,3195,3125,3455,2325,3806,5580,3768,4801,2320,4334,1763,2893,1484,2360,1071,1725,690,1770,7,238,0,0,0,0,0,0
장항선,아산,73,2,645,475,1572,1944,5428,4746,4924,5378,3240,3813,3049,4554,3927,3392,4228,4674,3865,4571,5089,3560,5955,4336,5120,3155,6103,6979,8245,5231,6077,5437,3766,3144,4178,2841,3081,1645,1934,1384,5,136,0,0,0,0,0,0
장항선,배방,82,0,801,208,1373,666,2058,1145,2195,1569,1668,1171,1206,1154,1397,1200,1388,1401,1616,1489,1650,1177,1588,1507,1474,1795,2257,2741,2358,2069,1374,2316,890,1521,986,1536,722,1127,438,1112,0,0,0,0,0,0,0,0
장항선,온양온천,535,1,1537,449,3277,2046,6859,4018,7951,7058,6849,5696,5665,6819,7542,10060,7416,8831,9159,6774,8884,6474,8574,6900,7260,6512,6641,6699,8173,8190,3356,7031,2914,4618,2225,4393,1418,3233,853,2591,2,0,0,0,0,0,0,0
장항선,신창(순천향대),344,0,465,79,953,499,1960,1885,1618,6347,1700,3133,1746,2655,2843,2718,3121,2696,3294,2252,3309,2196,4506,2098,4935,2302,3693,1886,5385,2912,1811,2479,1590,2278,1447,1915,773,2275,419,1432,2,22,0,0,0,0,0,0
경의선,신촌,1,0,192,8,314,717,564,2979,529,5757,475,2125,510,1475,529,985,685,1601,592,1132,836,979,945,757,1736,631,3036,1379,3001,1326,1447,1013,1209,563,1105,214,973,105,470,268,1,38,0,0,0,0,0,0
경의선,효창공원앞,3,0,523,204,1610,1801,4093,4435,5782,13558,3919,7996,2740,3091,2666,2905,2877,2712,2993,2800,2923,3154,3350,3194,4015,3704,5786,4566,11410,6386,5156,4941,2976,3415,2401,3166,1828,3034,835,2103,45,505,0,0,0,0,0,0
경의선,서강대,6,0,407,96,1607,1238,2623,2870,3527,6720,2414,5312,2233,2886,2156,2828,2502,2466,2659,2791,2670,3124,2809,2637,3907,3015,5081,3822,5854,4343,3204,2818,2857,1747,3478,1773,3292,1282,1294,1030,93,224,0,0,0,0,0,0
경의선,가좌,0,0,2231,241,6545,2912,18193,3398,21715,6988,10132,5910,7736,4928,6781,4940,7207,5149,6508,6990,6301,6851,6431,7316,7801,8945,7763,10869,7669,15336,4652,14278,3260,7108,2847,5534,2302,5054,888,3540,34,715,0,2,0,0,0,0
경의선,수색,0,0,736,345,1720,2493,3678,4432,3533,14793,2611,7788,2019,3030,2078,2062,2151,2126,2376,2937,2324,2357,2725,2143,3807,2516,7442,3572,11938,2967,4992,2997,2783,1936,2158,1339,1642,1300,603,813,26,224,0,1,0,0,0,0
경의선,화전,0,0,530,254,1206,895,3137,1938,3889,5094,2254,2996,1962,2605,2024,1935,2561,2170,2485,2450,2468,1958,2730,2006,3201,1889,4335,2475,4642,2825,2127,2474,1570,1702,1061,1483,824,1803,445,892,22,346,0,0,0,0,0,0
경의선,강매,0,0,1798,220,5023,1250,15527,1147,15136,3027,6622,1344,4414,1306,3724,1588,3629,1868,3382,2266,2826,2379,2709,3048,2861,3993,3137,5947,3345,9330,1335,9412,872,5941,802,4656,528,4289,195,2779,9,1046,0,3,0,0,0,0
경의선,행신,0,0,3223,800,10925,4209,35705,3973,30267,8872,13443,5768,9273,4300,9670,5647,9412,6428,8371,7446,6979,6978,6854,8304,9578,11324,11616,16247,9624,33934,5710,27354,6151,12922,4156,11312,4566,10183,1833,6159,341,2202,1,3,0,0,0,0
경의선,능곡,1,0,2356,358,5699,2126,14361,2690,13777,5060,7740,3105,5688,2947,5133,3278,5022,3745,5347,3902,4394,4170,4238,4831,4904,5805,5713,7789,5258,10739,3116,9257,2221,5703,1754,4968,1184,4675,478,3182,43,1506,0,0,0,0,0,0
경의선,곡산,1,0,212,187,721,538,1709,1642,1384,2469,859,890,700,660,743,675,739,701,644,717,749,743,1067,720,1016,905,1710,1008,1873,1602,614,1008,576,804,439,598,276,506,114,356,10,76,0,0,0,0,0,0
경의선,백마,2,1,3174,1216,12991,2162,30882,6246,23305,9926,10932,4889,8260,4148,7991,4042,8831,5412,7392,5629,7039,6212,7274,6700,8450,8602,8996,10924,10153,22272,4465,21099,3231,12069,3435,11124,2776,8447,893,7170,57,1518,0,0,0,0,0,0
경의선,풍산,1,0,2894,319,8786,1574,21164,3886,17327,7083,9993,5247,7337,4436,7102,5026,7517,5536,6879,5917,6954,5702,7017,6621,8178,7800,7783,10591,7976,17050,4469,14455,3909,10370,4027,8713,2423,6429,886,5916,83,1174,0,1,0,0,0,0
경의선,일산,6,0,6043,964,18259,4310,44497,6064,29543,12875,15699,6561,11762,5988,11752,7096,12187,8629,11217,9456,10610,10752,11020,10726,13278,14268,11047,17343,11676,29946,6245,33125,4653,16439,3993,15353,3482,12280,1171,8387,225,2763,0,3,0,0,0,0
경의선,탄현,51,0,4686,508,15313,2401,35361,5314,22514,8379,12885,5421,10348,4121,9653,4781,9385,6083,8460,6159,8060,6935,8506,8215,8915,10250,9052,15195,10279,23828,5310,27776,4355,15245,3939,11517,2948,10381,1332,5905,207,3568,0,6,0,0,0,0
경의선,야당,27,0,3706,341,11793,2427,21909,4518,18310,7382,9972,5634,8301,4246,7711,4934,7655,5396,6964,5852,6687,6948,7251,7656,8369,8444,9320,14978,8828,19603,5750,18431,5035,12060,5184,9536,4352,8391,2023,4784,436,2926,0,8,0,0,0,0
경의선,운정,41,0,3043,277,13414,3525,26909,5771,21538,9478,10561,4603,8499,3871,7627,4600,7745,5538,7299,5685,6352,6021,6675,7137,8497,9427,9778,12456,10068,18938,4732,18724,3347,10504,2688,10208,1983,7827,743,4181,105,2285,0,2,0,0,0,0
경의선,금릉,45,0,2457,226,6805,2109,15801,4429,11004,8923,7363,4226,6022,3817,6114,3676,6219,3924,6112,5160,5493,5027,5519,5655,6358,7952,8009,9670,8849,12908,4439,12392,3801,6255,3087,5920,2413,5889,812,4184,109,2040,0,3,0,0,0,0
경의선,금촌,64,0,3108,259,8766,3780,17055,9479,16450,14674,10775,8124,9098,6932,9572,7111,10022,8311,9669,9135,9094,7984,9579,9483,10989,11382,13055,13052,14951,15853,7280,15420,5547,8953,4241,8189,3027,5978,877,4924,184,2074,0,3,0,0,0,0
경의선,월롱,29,0,388,42,664,2604,1763,8603,2030,11936,1675,4091,1603,2750,2089,1768,3032,3081,2805,1984,2505,1615,4161,1642,5421,1931,8663,2284,11402,2557,3864,2338,3397,2034,2043,1944,907,1835,210,1425,10,605,0,0,0,0,0,0
경의선,파주,71,0,847,10,1256,602,2320,2352,2404,5868,1649,3723,1618,2200,2247,1449,2876,1944,2168,2036,2274,974,3550,1263,4972,1237,5153,1357,4335,1466,1214,1323,901,1073,911,867,349,846,197,671,5,259,0,0,0,0,0,0
경의선,문산,894,4,2870,13,7723,2609,14455,7320,13998,13109,9042,6007,7507,6691,7367,6796,8370,8319,8600,5752,8986,6794,9333,9681,9743,8767,11560,9520,11110,13568,5076,10051,3742,8654,3356,6745,1771,4321,376,5325,2,2650,0,2,0,0,0,0
경의선,임진강,0,0,0,0,0,0,0,0,0,0,22,195,90,558,1,1,0,0,0,0,0,0,319,246,295,21,545,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경의선,서울역,3,0,906,10,811,5708,2057,18209,2610,36435,1451,12303,1304,5858,1620,4045,2381,3907,2947,4262,3429,3031,3865,2632,6503,2349,16113,5378,23083,4012,10474,2827,6617,2387,3557,856,784,118,1622,895,1,104,0,2,0,0,0,0
경의선,공덕,4,1,481,76,1611,1408,4274,5918,4560,16456,3188,7684,2741,3010,3084,2803,3570,2725,3797,2670,3798,3077,3807,2916,4739,3484,7945,4785,15148,6256,6683,4370,4922,2542,5048,2490,4128,2059,1923,1222,105,450,0,2,0,0,0,0
경의선,홍대입구,6,0,366,40,704,645,1321,1885,1431,5444,1078,4064,1085,2807,1068,3026,1368,3427,1716,3691,1908,3638,2308,3494,2897,3822,4270,4348,6153,5289,4270,3683,3771,1936,4621,1803,5536,1264,2376,1097,151,347,0,0,0,0,0,0
경의선,디지털미디어시티,3,0,806,433,2230,1915,8287,2066,8079,3838,4092,2542,2950,1897,2982,1763,3132,2251,2921,2560,2757,2501,3024,2697,3982,3186,4775,5052,5237,8502,2819,7206,1834,3653,1655,2927,1225,3092,661,2095,68,389,0,1,0,0,0,0
경의선,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경의선,계양,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경의선,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경춘선,신내,3,0,680,605,1671,3510,4648,3685,4487,4337,2543,1419,2011,1533,1747,1312,1928,1269,1956,1489,1845,1823,2443,2215,3220,2299,3720,3181,3285,3857,1469,3181,892,1643,634,1369,574,1014,304,712,1,100,0,0,0,0,0,0
경춘선,갈매,14,0,1409,342,3718,1388,16034,2264,9638,5005,5817,1981,3640,2565,2890,1826,3472,2246,3347,2462,3031,2921,2972,3630,3872,3293,3779,5632,4766,9394,2378,8529,1625,4718,2220,2623,1541,3242,697,1862,16,630,0,0,0,0,0,0
경춘선,별내,46,0,1004,1172,2360,4231,9493,4036,7688,5667,4540,3049,3334,2459,3235,2891,3518,2939,3277,2703,3299,3362,3908,3955,5715,3646,7185,5624,5435,7373,2839,6905,2222,4045,1968,2374,1717,2225,1055,1246,21,302,0,0,0,0,0,0
경춘선,퇴계원,13,1,2427,561,5368,1872,17183,3382,12894,4155,8099,2295,5793,2490,4678,2701,4956,2960,4513,3102,3633,3610,4066,4823,4207,5809,4883,8414,5661,11849,2974,10309,1803,6769,1418,4133,1087,4983,442,2460,29,883,0,0,0,0,0,0
경춘선,사릉,36,0,2150,987,5471,2140,16671,5227,12103,6787,6771,2446,4903,2825,4093,2655,4354,2903,4230,2509,3529,3431,3802,3192,3841,5497,5752,6360,7399,11405,2967,10560,1576,4957,1406,5123,862,4438,316,2629,21,697,0,0,0,0,0,0
경춘선,금곡,9,0,1194,295,2197,988,4774,1783,4298,4170,2878,1842,2693,1443,2137,1498,2160,1718,2262,1736,1941,1869,2246,2033,2095,2571,2390,3143,3458,3724,1254,3512,725,1715,598,1677,453,1264,227,1053,5,260,0,0,0,0,0,0
경춘선,평내호평,550,6,5033,883,8728,2431,26250,4408,17253,8795,9764,6157,9026,5373,7960,4882,9003,6215,7243,6550,7116,7601,7305,7722,8016,9065,8184,15134,8440,17343,5019,20518,3802,9244,4129,8476,3062,6102,1671,5655,78,2194,0,0,0,0,0,0
경춘선,천마산,9,0,924,267,3340,669,6699,1682,5106,1362,3904,1822,3258,1851,2547,1594,2901,2167,2370,1981,2565,2216,2077,2777,2363,2849,2091,3606,2051,4467,944,4676,718,3202,702,2412,413,1494,161,1133,4,251,0,0,0,0,0,0
경춘선,마석,27,2,1369,369,6231,2892,14607,5649,9957,6813,7417,4693,6516,4595,5590,4200,6376,4725,5588,5620,5403,5766,5505,6233,6742,5445,7142,8356,7896,8824,3703,12364,2684,6293,2135,4456,1352,3718,574,2049,21,753,0,0,0,0,0,0
경춘선,대성리,0,0,140,52,497,264,993,683,967,1353,843,1006,958,1489,1335,1071,1166,1178,1095,1361,1279,1401,1625,1088,1918,1391,2094,1055,1586,890,757,787,451,553,268,360,120,339,66,211,5,5,0,0,0,0,0,0
경춘선,청평,6,0,892,81,1881,810,2651,1759,3619,3595,2933,2929,2995,3485,3632,3050,3111,3156,3202,2964,3439,3302,3769,2788,4208,3769,4396,3805,3599,3241,1592,3017,999,1767,706,1709,416,1125,109,985,5,211,0,0,0,0,0,0
경춘선,상천,0,0,93,56,240,299,495,338,651,970,490,1239,433,1703,565,1446,625,911,894,508,1453,540,1769,460,1838,477,1418,383,709,453,294,319,112,192,96,178,13,129,10,107,0,29,0,0,0,0,0,0
경춘선,가평,1,0,634,138,1325,1147,2225,2353,3069,5203,2475,4550,2711,5878,3657,5712,2945,6879,3362,3704,4876,4655,6427,3780,7637,2847,7706,3057,6114,3232,2642,2291,1685,1631,1092,1403,568,1150,246,735,26,278,0,0,0,0,0,0
경춘선,굴봉산,0,0,57,1,66,45,159,211,216,505,236,533,178,1149,242,519,276,555,513,346,716,344,819,289,828,213,626,163,319,226,136,134,47,91,34,68,8,68,7,42,0,13,0,0,0,0,0,0
경춘선,백양리,0,0,3,21,15,66,36,212,110,376,70,249,92,517,199,409,180,262,217,219,362,187,498,163,491,117,425,64,294,86,76,77,66,52,50,43,12,29,6,31,1,5,0,0,0,0,0,0
경춘선,강촌,0,0,85,15,149,153,314,432,414,2359,532,2162,446,2571,863,2809,1438,1628,1378,1371,2093,1022,2954,918,3217,781,2808,540,1851,643,849,523,438,306,253,268,83,166,32,234,3,30,0,0,0,0,0,0
경춘선,김유정,1,0,63,5,170,53,325,468,349,938,265,1178,315,1827,452,2445,741,1647,1125,1261,1498,1148,1923,934,1853,603,1806,627,1096,471,495,260,230,210,114,163,24,117,22,104,4,23,0,0,0,0,0,0
경춘선,남춘천,425,3,1246,19,3204,755,3216,1984,3586,3674,4155,3542,3807,3431,4065,6519,4069,7618,5255,4249,6357,4634,5855,5293,5747,4217,5756,6118,4355,3595,3134,6673,2776,3044,2345,2325,1444,2523,471,1827,3,931,0,0,0,0,0,0
경춘선,춘천,263,0,405,4,1404,384,1373,1499,1753,3720,1965,3400,2118,3675,2381,5098,2315,4110,3327,4504,4781,3047,6274,3072,6965,2234,5974,2575,4522,1578,2536,2453,1805,1158,1191,1017,561,964,130,625,4,547,0,0,0,0,0,0
수인선,고색,209,2,1164,311,3480,1295,7654,5779,6436,9112,3694,1860,2989,1601,2979,1939,3002,2063,2984,2313,2703,2775,2853,2871,3433,3973,6376,4598,9273,6661,3376,6446,3284,4156,1848,3536,1331,2911,445,2283,18,1406,0,1,0,0,0,0
수인선,오목천,1,0,375,17,2401,890,4633,1984,5659,4789,3724,2696,3869,2473,4180,2281,4703,2782,4033,3593,3472,2725,4182,2984,5776,4307,5076,3817,5593,6729,2354,4523,1717,2682,1314,2471,977,3427,360,1945,2,222,0,0,0,0,0,0
수인선,어천,0,0,113,1,380,454,805,899,867,984,824,703,966,698,996,692,1012,634,955,826,877,871,1075,935,1210,1239,1391,1033,1934,1341,723,931,430,545,275,562,183,526,69,284,0,42,0,0,0,0,0,0
수인선,야목,1,0,94,1,171,191,297,192,412,304,343,216,356,279,385,310,420,320,433,324,348,265,402,338,455,414,581,384,477,519,237,368,157,215,87,268,73,208,35,208,1,18,0,1,0,0,0,0
수인선,사리,0,0,1773,96,5438,902,11338,1528,11331,2513,6571,1533,5548,1871,5567,1981,5769,2740,5990,3539,4884,3525,4274,4802,4265,6411,4768,7186,4396,12495,2789,9170,1702,6044,1519,5894,1225,5316,548,3952,9,342,0,0,0,0,0,0
수인선,달월,0,0,7,33,17,120,79,135,89,315,63,112,91,145,104,111,130,110,90,115,110,113,197,115,181,92,619,105,309,105,85,54,28,20,28,29,20,33,13,30,1,5,0,0,0,0,0,0
수인선,월곶,14,0,1034,345,3198,1432,8755,1900,7485,2805,3991,2770,3117,2368,3221,2994,3447,3454,3841,3329,3960,3460,4088,3593,4393,4216,4676,5748,4654,8003,3111,5222,2220,3877,2233,3700,1373,2769,612,1722,4,349,0,0,0,0,0,0
수인선,소래포구,8,0,2347,384,5485,2157,14374,3466,11085,6679,6416,6653,6164,10686,8402,22577,11676,26166,16236,18785,22507,15986,24159,14234,21030,12552,15645,11979,11533,14796,6976,10093,5614,6799,5131,5885,4400,4477,1999,3220,30,744,0,0,0,0,0,0
수인선,인천논현,3,0,1920,558,5274,3760,12883,7412,12394,11863,7036,7367,6307,5980,6952,6396,7262,6661,7104,8112,7292,7846,7862,8653,8576,9944,10865,13208,12307,16973,7323,11530,6245,7872,6717,6312,4437,4708,2594,3521,14,834,0,0,0,0,0,0
수인선,호구포,1,0,1329,769,2886,4107,5952,15244,6669,15535,4100,3257,3293,2147,3778,2519,4093,2711,3821,2884,3835,3158,4058,3484,5037,4270,11112,5485,13467,6828,4618,5456,5388,3777,3599,3126,1629,2350,971,2053,7,407,0,0,0,0,0,0
수인선,남동인더스파크,0,0,393,702,771,2903,959,14847,1783,16919,1251,3623,1381,1603,1804,1637,1673,1771,2043,1935,2356,1526,2998,1321,3341,1302,10321,1558,11602,1543,4294,2144,3826,1121,1755,701,500,442,249,367,0,39,0,0,0,0,0,0
